rule_id,query_name,industry,objective,category,subcategory,required_groups,forbidden_terms,compiled_regex,regex_flags
883,E - Eligibility,Healthcare,Searches calls for mentions of eligibility,Eligibility,Eligibility,"[[""eligibility line"", ""is eligible for coverage"", ""verify eligibility"", ""not eligible"", ""\""eligible"", ""was eligible"", ""eligibility"", ""check eligibility"", ""patient's eligibility"", ""eligible dependents"", ""member eligibility"", ""\""benefit eligibility""]]",[],"^(?=.*(?:eligibility\s+line|is\s+eligible\s+for\s+coverage|verify\s+eligibility|not\s+eligible|""eligible|was\s+eligible|eligibility|check\s+eligibility|patient's\s+eligibility|eligible\s+dependents|member\s+eligibility|""benefit\s+eligibility)).*$",IGNORECASE
884,E - Guarantee of Payment,Healthcare,Searches calls for mentions of eligibility,Benefits,Guarantee of Payment,"[[""guarantee of payment"", ""not a guarantee of payment"", ""keep in mind this is not a guarantee""]]",[],^(?=.*(?:guarantee\s+of\s+payment|not\s+a\s+guarantee\s+of\s+payment|keep\s+in\s+mind\s+this\s+is\s+not\s+a\s+guarantee)).*$,IGNORECASE
885,E - Pre-Existing Condition,Healthcare,Searches for calls that discuss pre-existing condtions,Benefits,Pre,"[[""pre-existing"", ""there is no pre-existing"", ""\""pre-existing condition"", ""pre-existing waiting period"", ""pre-existing clause"", ""\""Six Months waiting period""], [""PE""]]",[],"^(?=.*(?:pre\-existing|there\s+is\s+no\s+pre\-existing|""pre\-existing\s+condition|pre\-existing\s+waiting\s+period|pre\-existing\s+clause|""Six\s+Months\s+waiting\s+period))(?=.*(?:PE)).*$",IGNORECASE
886,ER - Application,Healthcare,Searches for calls that discuss applications,Enrollment,Application,"[[""application"", ""identification"", ""certification"", ""for verification"", ""location"", ""accepted your application"", ""received your application"", ""received your information"", ""filling out the application"", ""application for coverage"", ""enrollment application"", ""online application"", ""application on your website"", ""application for individual coverage""]]","[""application"", ""identification"", ""certification"", ""for verification"", ""location"", ""received your application"", ""received your information""]",^(?!.*application)(?!.*identification)(?!.*certification)(?!.*for\s+verification)(?!.*location)(?!.*received\s+your\s+application)(?!.*received\s+your\s+information)(?=.*(?:application|identification|certification|for\s+verification|location|accepted\s+your\s+application|received\s+your\s+application|received\s+your\s+information|filling\s+out\s+the\s+application|application\s+for\s+coverage|enrollment\s+application|online\s+application|application\s+on\s+your\s+website|application\s+for\s+individual\s+coverage)).*$,IGNORECASE
887,ER - Cancellation,Healthcare,Searches for members who want to cancel their policies,Enrollment,Cancellation,"[[""cancel my policy"", ""pull my policy"", ""pull up my policy"", ""disenroll from auto"", ""pull your policy"", ""pull up your policy"", ""disenroll from payment"", ""cancel the policy"", ""pull the policy"", ""pull up the policy"", ""Cancel ACH"", ""Cancel e-billing"", ""cancellation"", ""information"", ""consultation"", ""calculation"", ""confirmation"", ""disenroll"", ""cancel my coverage"", ""cancel the plan"", ""terminate my policy"", ""cancellation letter""]]","[""cancel my policy"", ""pull my policy"", ""pull up my policy"", ""disenroll from auto"", ""pull your policy"", ""pull up your policy"", ""disenroll from payment"", ""cancel the policy"", ""pull the policy"", ""pull up the policy"", ""Cancel ACH"", ""Cancel e-billing"", ""cancellation"", ""information"", ""consultation"", ""calculation"", ""confirmation""]",^(?!.*cancel\s+my\s+policy)(?!.*pull\s+my\s+policy)(?!.*pull\s+up\s+my\s+policy)(?!.*disenroll\s+from\s+auto)(?!.*pull\s+your\s+policy)(?!.*pull\s+up\s+your\s+policy)(?!.*disenroll\s+from\s+payment)(?!.*cancel\s+the\s+policy)(?!.*pull\s+the\s+policy)(?!.*pull\s+up\s+the\s+policy)(?!.*Cancel\s+ACH)(?!.*Cancel\s+e\-billing)(?!.*cancellation)(?!.*information)(?!.*consultation)(?!.*calculation)(?!.*confirmation)(?=.*(?:cancel\s+my\s+policy|pull\s+my\s+policy|pull\s+up\s+my\s+policy|disenroll\s+from\s+auto|pull\s+your\s+policy|pull\s+up\s+your\s+policy|disenroll\s+from\s+payment|cancel\s+the\s+policy|pull\s+the\s+policy|pull\s+up\s+the\s+policy|Cancel\s+ACH|Cancel\s+e\-billing|cancellation|information|consultation|calculation|confirmation|disenroll|cancel\s+my\s+coverage|cancel\s+the\s+plan|terminate\s+my\s+policy|cancellation\s+letter)).*$,IGNORECASE
888,ER - Enrollment,Healthcare,Searches for enrollment calls,Enrollment,Enrollment,"[[""individual and family sales department""]]",[],^(?=.*(?:individual\s+and\s+family\s+sales\s+department)).*$,IGNORECASE
889,HD - Promised Actions,Healthcare,To identify the calls wherein advisor has promised an action to the Member/Provider,Promised Actions,Promised Actions,"[[""I will definately call you back"", ""I will give you a callback"", ""i will take care of it"", ""we will take care of it for you"", ""You will receive your card"", ""\""i'm gonna take care of that for you"", ""it has been taken care of"", ""I will definately""], [""I am gonna put that request"", ""I am placing a request for""], [""PA1"", ""PA2""]]","[""PA3"", ""Is there a phone number"", ""I can call you back"", ""Can I give you a callback"", ""Some of the jam plans"", ""Cancellation request"", ""\""What number could I reach"", ""You wanna go"", ""It might have been"", ""See if I can""]","^(?!.*PA3)(?!.*Is\s+there\s+a\s+phone\s+number)(?!.*I\s+can\s+call\s+you\s+back)(?!.*Can\s+I\s+give\s+you\s+a\s+callback)(?!.*Some\s+of\s+the\s+jam\s+plans)(?!.*Cancellation\s+request)(?!.*""What\s+number\s+could\s+I\s+reach)(?!.*You\s+wanna\s+go)(?!.*It\s+might\s+have\s+been)(?!.*See\s+if\s+I\s+can)(?=.*(?:I\s+will\s+definately\s+call\s+you\s+back|I\s+will\s+give\s+you\s+a\s+callback|i\s+will\s+take\s+care\s+of\s+it|we\s+will\s+take\s+care\s+of\s+it\s+for\s+you|You\s+will\s+receive\s+your\s+card|""i'm\s+gonna\s+take\s+care\s+of\s+that\s+for\s+you|it\s+has\s+been\s+taken\s+care\s+of|I\s+will\s+definately))(?=.*(?:I\s+am\s+gonna\s+put\s+that\s+request|I\s+am\s+placing\s+a\s+request\s+for))(?=.*(?:PA1|PA2)).*$",IGNORECASE
890,HD - Repeat Callers,Healthcare,To identify the calls wherein caller is calling again.,Multiple contact,Repeat Callers,"[[""I had called Yesterday"", ""I had called earlier"", ""When I called them last"", ""That's when I called them"", ""\""Last time when I called"", ""When I talked to somebody"", ""This is the second time I have""], [""When I called them they"", ""Fourth person I am speaking to"", ""When I talked to them"", ""I was told by someone""], [""RC1"", ""RC2""]]","[""RepeatCaller"", ""Incase a call is disconnected"", ""Letter yesterday"", ""I speak with someone"", ""give us a call"", ""Yes it is"", ""Have you spoken"", ""\""Called the authorization"", ""Call back number"", ""Mailed earlier today"", ""you can call them"", ""Calling to get"", ""Home yesterday"", ""\""I will have to check"", ""So glad I didn't"", ""Hang on one second"", ""resolve the reason""]","^(?!.*RepeatCaller)(?!.*Incase\s+a\s+call\s+is\s+disconnected)(?!.*Letter\s+yesterday)(?!.*I\s+speak\s+with\s+someone)(?!.*give\s+us\s+a\s+call)(?!.*Yes\s+it\s+is)(?!.*Have\s+you\s+spoken)(?!.*""Called\s+the\s+authorization)(?!.*Call\s+back\s+number)(?!.*Mailed\s+earlier\s+today)(?!.*you\s+can\s+call\s+them)(?!.*Calling\s+to\s+get)(?!.*Home\s+yesterday)(?!.*""I\s+will\s+have\s+to\s+check)(?!.*So\s+glad\s+I\s+didn't)(?!.*Hang\s+on\s+one\s+second)(?!.*resolve\s+the\s+reason)(?=.*(?:I\s+had\s+called\s+Yesterday|I\s+had\s+called\s+earlier|When\s+I\s+called\s+them\s+last|That's\s+when\s+I\s+called\s+them|""Last\s+time\s+when\s+I\s+called|When\s+I\s+talked\s+to\s+somebody|This\s+is\s+the\s+second\s+time\s+I\s+have))(?=.*(?:When\s+I\s+called\s+them\s+they|Fourth\s+person\s+I\s+am\s+speaking\s+to|When\s+I\s+talked\s+to\s+them|I\s+was\s+told\s+by\s+someone))(?=.*(?:RC1|RC2)).*$",IGNORECASE
891,M - Crossover,Healthcare,Searches for calls that discuss cross over related calls,Medicare,Crossover,"[[""cross over"", ""blue cross"", ""costs over""]]","[""cross over"", ""blue cross"", ""costs over""]",^(?!.*cross\s+over)(?!.*blue\s+cross)(?!.*costs\s+over)(?=.*(?:cross\s+over|blue\s+cross|costs\s+over)).*$,IGNORECASE
892,M - Medicare,Healthcare,Searches for calls that discuss Medicare related calls,Medicare,Medicare,"[[""medicare"", ""primary care"", ""medicare advantage medicare replacement"", ""medicare supplement"", ""medicare supplement plan""]]","[""medicare"", ""primary care""]",^(?!.*medicare)(?!.*primary\s+care)(?=.*(?:medicare|primary\s+care|medicare\s+advantage\s+medicare\s+replacement|medicare\s+supplement|medicare\s+supplement\s+plan)).*$,IGNORECASE
893,MC - Call Back,Healthcare,Searches for calls that need a call back scheduld,Multiple contact,Call Back,"[[""give you a call back"", ""call back at a less busy"", ""\""give us a call back"", ""have to call back in"", ""can i give you a call back"", ""\""try to give you a call back""]]",[],"^(?=.*(?:give\s+you\s+a\s+call\s+back|call\s+back\s+at\s+a\s+less\s+busy|""give\s+us\s+a\s+call\s+back|have\s+to\s+call\s+back\s+in|can\s+i\s+give\s+you\s+a\s+call\s+back|""try\s+to\s+give\s+you\s+a\s+call\s+back)).*$",IGNORECASE
894,MC - Estimated Wait Time,Healthcare,Searches for calls that contained an automated message indicating a transfer,Multiple contact,Estimated Wait Time,"[[""estimated wait time"", ""estimate wait time""]]",[],^(?=.*(?:estimated\s+wait\s+time|estimate\s+wait\s+time)).*$,IGNORECASE
895,MC - Monitored or Recorded,Healthcare,Searches for calls that contained an automated message indicating a transfer,Transfer,Monitored or Recorded,"[[""may be monitored or recorded"", ""recorded for quality purposes"", ""\""may be monitored _pau please hold"", ""recorded for quality assurance""], [""MR""]]",[],"^(?=.*(?:may\s+be\s+monitored\s+or\s+recorded|recorded\s+for\s+quality\s+purposes|""may\s+be\s+monitored\s+_pau\s+please\s+hold|recorded\s+for\s+quality\s+assurance))(?=.*(?:MR)).*$",IGNORECASE
896,MC - Repeat Callers,Healthcare,Searches for repeat callers,Multiple contact,Repeat Callers,"[[""I had called earlier"", ""When I called before"", ""I already spoke with someone"", ""Last time I called"", ""\""Second time I have called"", ""Third time I have called"", ""I Wanted to check"", ""Asked me to call back"", ""Wanted to call back"", ""I was told that""]]","[""Repeat"", ""What would someone do"", ""Would give you a call"", ""Doctors that call""]","^(?!.*Repeat)(?!.*What\s+would\s+someone\s+do)(?!.*Would\s+give\s+you\s+a\s+call)(?!.*Doctors\s+that\s+call)(?=.*(?:I\s+had\s+called\s+earlier|When\s+I\s+called\s+before|I\s+already\s+spoke\s+with\s+someone|Last\s+time\s+I\s+called|""Second\s+time\s+I\s+have\s+called|Third\s+time\s+I\s+have\s+called|I\s+Wanted\s+to\s+check|Asked\s+me\s+to\s+call\s+back|Wanted\s+to\s+call\s+back|I\s+was\s+told\s+that)).*$",IGNORECASE
897,MC - Transfer OUT_NOTFIRST_20,Healthcare,query to locate calls being transferred in the NOTFIRST_X of the call,Transfer,Transfer OUT_NOTFIRST_20,"[[""transfer the call"", ""transfer me"", ""gunna transfer you"", ""\""transfer your call"", ""transfer you over to that department"", ""transfer me to"", ""transfer you to"", ""transfer this call to"", ""\""transfer you over to""], [""connect you with that department"", ""the department that can"", ""get you over to the"", ""\""to that department"", ""they would be able to better assist you""], [""T"", ""T2""], [""MEMBER""]]","[""T1"", ""one moment while i transfer your call""]","^(?!.*T1)(?!.*one\s+moment\s+while\s+i\s+transfer\s+your\s+call)(?=.*(?:transfer\s+the\s+call|transfer\s+me|gunna\s+transfer\s+you|""transfer\s+your\s+call|transfer\s+you\s+over\s+to\s+that\s+department|transfer\s+me\s+to|transfer\s+you\s+to|transfer\s+this\s+call\s+to|""transfer\s+you\s+over\s+to))(?=.*(?:connect\s+you\s+with\s+that\s+department|the\s+department\s+that\s+can|get\s+you\s+over\s+to\s+the|""to\s+that\s+department|they\s+would\s+be\s+able\s+to\s+better\s+assist\s+you))(?=.*(?:T|T2))(?=.*(?:MEMBER)).*$",IGNORECASE
898,MC - Transfers,Healthcare,Searches for calls that are transferred,Transfer,Transfers,"[[""before i transfer you"", ""going to transfer you over now"", ""i can transfer you over there"", ""\""can transfer you over there"", ""want me to transfer you over"", ""\""let me transfer you"", ""will transfer you over there"", ""then i will transfer you"", ""have to transfer you over"", ""\""give you the direct number"", ""you are now being transferred"", ""i will transfer you"", ""\""do a warm transfer"", ""your call is being transferred"", ""with a warm transfer for a provider"", ""\""transfer you over to"", ""one moment while i transfer"", ""warm transfer for you"", ""\""while we transfer your call"", ""get you over to the right department"", ""before i get you transferred"", ""\""let me connect you"", ""get you over there"", ""\""get you over to the right department"", ""transfer you over"", ""transfer your call"", ""\""can transfer your call"", ""get you over to that department"", ""\""doing a warm transfer"", ""connect you to the next"", ""\""you will be transferred when somebody"", ""get you transferred""], [""Xfr""]]",[],"^(?=.*(?:before\s+i\s+transfer\s+you|going\s+to\s+transfer\s+you\s+over\s+now|i\s+can\s+transfer\s+you\s+over\s+there|""can\s+transfer\s+you\s+over\s+there|want\s+me\s+to\s+transfer\s+you\s+over|""let\s+me\s+transfer\s+you|will\s+transfer\s+you\s+over\s+there|then\s+i\s+will\s+transfer\s+you|have\s+to\s+transfer\s+you\s+over|""give\s+you\s+the\s+direct\s+number|you\s+are\s+now\s+being\s+transferred|i\s+will\s+transfer\s+you|""do\s+a\s+warm\s+transfer|your\s+call\s+is\s+being\s+transferred|with\s+a\s+warm\s+transfer\s+for\s+a\s+provider|""transfer\s+you\s+over\s+to|one\s+moment\s+while\s+i\s+transfer|warm\s+transfer\s+for\s+you|""while\s+we\s+transfer\s+your\s+call|get\s+you\s+over\s+to\s+the\s+right\s+department|before\s+i\s+get\s+you\s+transferred|""let\s+me\s+connect\s+you|get\s+you\s+over\s+there|""get\s+you\s+over\s+to\s+the\s+right\s+department|transfer\s+you\s+over|transfer\s+your\s+call|""can\s+transfer\s+your\s+call|get\s+you\s+over\s+to\s+that\s+department|""doing\s+a\s+warm\s+transfer|connect\s+you\s+to\s+the\s+next|""you\s+will\s+be\s+transferred\s+when\s+somebody|get\s+you\s+transferred))(?=.*(?:Xfr)).*$",IGNORECASE
899,MC - Transfers OUT_FIRST120,Healthcare,query to locate calls being transferred in the FIRST_X of the call,Transfer,Transfers OUT_FIRST120,"[[""transfer the call"", ""gunna transfer you"", ""I will need to connect you"", ""connect you with that department"", ""\""the department that can"", ""get you over to the""], [""T1"", ""T2""], [""Final""]]","[""T"", ""one moment while i transfer your call"", ""transfer you to a member services"", ""transfer membership"", ""with a transfer"", ""\""transfer your account"", ""got transferred from"", ""they would be able to better assist you"", ""so that i can better assist you"", ""if i could gather some information from you so that i can better assist you"", ""\""in order to better assist you may i ask you a few questions"", ""to better assist you can i have your contract or member i d number"", ""\""in order to better assist you may i ask you a few more questions"", ""first of all to better assist you can i ask you a couple questions""]","^(?!.*T)(?!.*one\s+moment\s+while\s+i\s+transfer\s+your\s+call)(?!.*transfer\s+you\s+to\s+a\s+member\s+services)(?!.*transfer\s+membership)(?!.*with\s+a\s+transfer)(?!.*""transfer\s+your\s+account)(?!.*got\s+transferred\s+from)(?!.*they\s+would\s+be\s+able\s+to\s+better\s+assist\s+you)(?!.*so\s+that\s+i\s+can\s+better\s+assist\s+you)(?!.*if\s+i\s+could\s+gather\s+some\s+information\s+from\s+you\s+so\s+that\s+i\s+can\s+better\s+assist\s+you)(?!.*""in\s+order\s+to\s+better\s+assist\s+you\s+may\s+i\s+ask\s+you\s+a\s+few\s+questions)(?!.*to\s+better\s+assist\s+you\s+can\s+i\s+have\s+your\s+contract\s+or\s+member\s+i\s+d\s+number)(?!.*""in\s+order\s+to\s+better\s+assist\s+you\s+may\s+i\s+ask\s+you\s+a\s+few\s+more\s+questions)(?!.*first\s+of\s+all\s+to\s+better\s+assist\s+you\s+can\s+i\s+ask\s+you\s+a\s+couple\s+questions)(?=.*(?:transfer\s+the\s+call|gunna\s+transfer\s+you|I\s+will\s+need\s+to\s+connect\s+you|connect\s+you\s+with\s+that\s+department|""the\s+department\s+that\s+can|get\s+you\s+over\s+to\s+the))(?=.*(?:T1|T2))(?=.*(?:Final)).*$",IGNORECASE
900,MC - Voicemail,Healthcare,Searches for calls that reach voicemail,Multiple contact,Voicemail,"[[""the person you are trying to reach"", ""your party is not answering"", ""\""i'm not available right now"", ""to leave a message press one"", ""away from my desk at this time"", ""\""not available at the moment"", ""at the tone please record your message"", ""\""after the tone please record your message"", ""please leave your message"", ""\""record your message after the tone"", ""\""i'm unavailable to take your call"", ""leave you a voice-mail"", ""\""you have reached the voice-mail"", ""leave a voice-mail""]]",[],"^(?=.*(?:the\s+person\s+you\s+are\s+trying\s+to\s+reach|your\s+party\s+is\s+not\s+answering|""i'm\s+not\s+available\s+right\s+now|to\s+leave\s+a\s+message\s+press\s+one|away\s+from\s+my\s+desk\s+at\s+this\s+time|""not\s+available\s+at\s+the\s+moment|at\s+the\s+tone\s+please\s+record\s+your\s+message|""after\s+the\s+tone\s+please\s+record\s+your\s+message|please\s+leave\s+your\s+message|""record\s+your\s+message\s+after\s+the\s+tone|""i'm\s+unavailable\s+to\s+take\s+your\s+call|leave\s+you\s+a\s+voice\-mail|""you\s+have\s+reached\s+the\s+voice\-mail|leave\s+a\s+voice\-mail)).*$",IGNORECASE
901,NE - Confusing,Healthcare,Searches for calls where the customer is confused,Customer Experience,Confusing,"[[""i'm confused"", ""seem a little confused"", ""i'm a little confused"", ""\""was so confusing"", ""which is confusing"", ""\""it is confusing"", ""i know it's confusing"", ""that was confusing"", ""\""kind of confusing"", ""what's a little confusing"", ""very confusing"", ""still confusing"", ""\""gets confusing"", ""it's all confusing"", ""i'm really confused"", ""\""i'm very confused"", ""confusing with me""]]",[],"^(?=.*(?:i'm\s+confused|seem\s+a\s+little\s+confused|i'm\s+a\s+little\s+confused|""was\s+so\s+confusing|which\s+is\s+confusing|""it\s+is\s+confusing|i\s+know\s+it's\s+confusing|that\s+was\s+confusing|""kind\s+of\s+confusing|what's\s+a\s+little\s+confusing|very\s+confusing|still\s+confusing|""gets\s+confusing|it's\s+all\s+confusing|i'm\s+really\s+confused|""i'm\s+very\s+confused|confusing\s+with\s+me)).*$",IGNORECASE
902,NE - Frustration,Healthcare,Searches for calls that mention frustration,Customer Experience,Frustration,"[[""frustrating""]]","[""frustated"", ""seprated"", ""annoyed"", ""no idea"", ""ridiculous"", ""particular"", ""frustration"", ""additional information"", ""authorisation""]",^(?!.*frustated)(?!.*seprated)(?!.*annoyed)(?!.*no\s+idea)(?!.*ridiculous)(?!.*particular)(?!.*frustration)(?!.*additional\s+information)(?!.*authorisation)(?=.*(?:frustrating)).*$,IGNORECASE
903,NE - Ridiculous,Healthcare,Searches for calls that mention something being ridiculous,Customer Experience,Ridiculous,"[[""ridiculous"", ""think it's ridiculous"", ""it's so ridiculous"", ""just ridiculous"", ""that's ridiculous"", ""\""this is ridiculous"", ""kind of ridiculous"", ""getting a little ridiculous"", ""that's just ridiculous"", ""\""totally ridiculous"", ""a bit ridiculous"", ""getting ridiculous"", ""well that's ridiculous"", ""totally ridiculous"", ""\""seems kinda ridiculous"", ""a little bit ridiculous"", ""it is just ridiculous"", ""which is ridiculous""]]",[],"^(?=.*(?:ridiculous|think\s+it's\s+ridiculous|it's\s+so\s+ridiculous|just\s+ridiculous|that's\s+ridiculous|""this\s+is\s+ridiculous|kind\s+of\s+ridiculous|getting\s+a\s+little\s+ridiculous|that's\s+just\s+ridiculous|""totally\s+ridiculous|a\s+bit\s+ridiculous|getting\s+ridiculous|well\s+that's\s+ridiculous|totally\s+ridiculous|""seems\s+kinda\s+ridiculous|a\s+little\s+bit\s+ridiculous|it\s+is\s+just\s+ridiculous|which\s+is\s+ridiculous)).*$",IGNORECASE
904,Offset - Anything Else,Healthcare,Searches for calls where anything else has been asked,Customer Experience,Anything Else,"[[""Is there anything else I can help you with"", ""Do you have any other question"", ""Is there anything else I can answer"", ""\""Is there anything else I can assit you""]]",[],"^(?=.*(?:Is\s+there\s+anything\s+else\s+I\s+can\s+help\s+you\s+with|Do\s+you\s+have\s+any\s+other\s+question|Is\s+there\s+anything\s+else\s+I\s+can\s+answer|""Is\s+there\s+anything\s+else\s+I\s+can\s+assit\s+you)).*$",IGNORECASE
905,Offset - Call Back Promised,Healthcare,To identify teh calls promised by the CSP,Multiple contact,Call Back Promised,"[[""I get a response back"", ""Once I get the information"", ""I promise you"", ""Once I get a specific answer"", ""I can contact them now"", ""\""two business days"", ""Hear from them""], [""I will call you back"", ""I will give you a callback""], [""CB1""], [""CB2""]]",[],"^(?=.*(?:I\s+get\s+a\s+response\s+back|Once\s+I\s+get\s+the\s+information|I\s+promise\s+you|Once\s+I\s+get\s+a\s+specific\s+answer|I\s+can\s+contact\s+them\s+now|""two\s+business\s+days|Hear\s+from\s+them))(?=.*(?:I\s+will\s+call\s+you\s+back|I\s+will\s+give\s+you\s+a\s+callback))(?=.*(?:CB1))(?=.*(?:CB2)).*$",IGNORECASE
906,Offset - Call Closing,Healthcare,Seaches hor calls with closing statements,Process,Call Closing,"[[""Thanks for calling"", ""thank you for calling"", ""have a nice day""]]",[],^(?=.*(?:Thanks\s+for\s+calling|thank\s+you\s+for\s+calling|have\s+a\s+nice\s+day)).*$,IGNORECASE
907,Offset - Check Resource,Healthcare,Searches for calls where CSRs have taken time to check details,Process,Check Resource,"[[""let me check"", ""let me take a look"", ""let me look"", ""let me just check"", ""check notes""]]","[""Check_Resource"", ""check""]",^(?!.*Check_Resource)(?!.*check)(?=.*(?:let\s+me\s+check|let\s+me\s+take\s+a\s+look|let\s+me\s+look|let\s+me\s+just\s+check|check\s+notes)).*$,IGNORECASE
908,Offset - Coverage,Healthcare,Searches calls for mentions of coverage,Coverage,Coverage,"[[""going to be covered"", ""non-covered"", ""to be covered"", ""will be covered"", ""would be covered"", ""is it covered"", ""\""it is covered"", ""it's covered"", ""is covered"", ""isn't covered"", ""not covered"", ""still be covered"", ""wasn't covered"", ""\""was not covered"", ""are not covered"", ""does not cover"", ""should be covered"", ""won't be covered"", ""covered under"", ""\""coverage cancelled"", ""coverage terminated"", ""coverage gap"", ""coverage lapse"", ""gap in coverage"", ""when will my coverage begin"", ""\""coverage will be updated"", ""policy is cancelled"", ""policy has lapsed"", ""when will my policy be active""], [""covered at""], [""percent""]]","[""date of coverage"", ""date of service"", ""date of birth"", ""type of coverage"", ""type of benefits""]","^(?!.*date\s+of\s+coverage)(?!.*date\s+of\s+service)(?!.*date\s+of\s+birth)(?!.*type\s+of\s+coverage)(?!.*type\s+of\s+benefits)(?=.*(?:going\s+to\s+be\s+covered|non\-covered|to\s+be\s+covered|will\s+be\s+covered|would\s+be\s+covered|is\s+it\s+covered|""it\s+is\s+covered|it's\s+covered|is\s+covered|isn't\s+covered|not\s+covered|still\s+be\s+covered|wasn't\s+covered|""was\s+not\s+covered|are\s+not\s+covered|does\s+not\s+cover|should\s+be\s+covered|won't\s+be\s+covered|covered\s+under|""coverage\s+cancelled|coverage\s+terminated|coverage\s+gap|coverage\s+lapse|gap\s+in\s+coverage|when\s+will\s+my\s+coverage\s+begin|""coverage\s+will\s+be\s+updated|policy\s+is\s+cancelled|policy\s+has\s+lapsed|when\s+will\s+my\s+policy\s+be\s+active))(?=.*(?:covered\s+at))(?=.*(?:percent)).*$",IGNORECASE
909,Offset - Customer Refreshed,Healthcare,Searches for calls where customers have been refreshed,Customer Experience,Customer Refreshed,"[[""I am still checking"", ""I am still looking""]]","[""I am still looking into"", ""I am looking at"", ""look at"", ""I am still working"", ""I am working with"", ""skilled nursing""]",^(?!.*I\s+am\s+still\s+looking\s+into)(?!.*I\s+am\s+looking\s+at)(?!.*look\s+at)(?!.*I\s+am\s+still\s+working)(?!.*I\s+am\s+working\s+with)(?!.*skilled\s+nursing)(?=.*(?:I\s+am\s+still\s+checking|I\s+am\s+still\s+looking)).*$,IGNORECASE
910,Offset - Determine Call Reason,Healthcare,Searches for calls where call reasons have been determined,Process,Determine Call Reason,"[[""how can I assist you"", ""how can I assist you today"", ""how can I help"", ""how can I help you"", ""\""you are calling about"", ""you are calling for"", ""how may I help you""], [""Determine_Call_Reason""]]",[],"^(?=.*(?:how\s+can\s+I\s+assist\s+you|how\s+can\s+I\s+assist\s+you\s+today|how\s+can\s+I\s+help|how\s+can\s+I\s+help\s+you|""you\s+are\s+calling\s+about|you\s+are\s+calling\s+for|how\s+may\s+I\s+help\s+you))(?=.*(?:Determine_Call_Reason)).*$",IGNORECASE
911,Offset - Opening/Greeting,Healthcare,Searches calls for mentions of opening and greeting,Process,Opening/Greeting,"[[""Thank you for calling"", ""Thank you for calling blue care network"", ""\""Thank you for calling B C B S michigan"", ""Thank you for calling customer service"", ""Good morning"", ""Good afternoon"", ""\""Mpsers service Unit"", ""Mempsers Service Centre"", ""State of Michigan service centre"", ""Blue cross blue shield of Michigan""]]",[],"^(?=.*(?:Thank\s+you\s+for\s+calling|Thank\s+you\s+for\s+calling\s+blue\s+care\s+network|""Thank\s+you\s+for\s+calling\s+B\s+C\s+B\s+S\s+michigan|Thank\s+you\s+for\s+calling\s+customer\s+service|Good\s+morning|Good\s+afternoon|""Mpsers\s+service\s+Unit|Mempsers\s+Service\s+Centre|State\s+of\s+Michigan\s+service\s+centre|Blue\s+cross\s+blue\s+shield\s+of\s+Michigan)).*$",IGNORECASE
912,Offset - Place on Hold,Healthcare,Searches for calls that are placed on hold,Process,Place on Hold,"[[""place you on hold"", ""mind if i place you on hold"", ""would you mind holding"", ""\""do you mind holding"", ""if you don't mind holding"", ""can you hold"", ""hold for just a moment"", ""holding for just a moment"", ""\""hold on one moment"", ""hold just one moment"", ""could you hold just a moment"", ""\""can i place you on hold"", ""can you hold just one moment"", ""do you mind holding for me"", ""\""please hold while you are being transferred"", ""thank you for holding _pau i appreciate your""], [""Hold""]]","[""thank you for holding"", ""thank you for calling"", ""thank you very much for your patience"", ""thank you very much for your help""]","^(?!.*thank\s+you\s+for\s+holding)(?!.*thank\s+you\s+for\s+calling)(?!.*thank\s+you\s+very\s+much\s+for\s+your\s+patience)(?!.*thank\s+you\s+very\s+much\s+for\s+your\s+help)(?=.*(?:place\s+you\s+on\s+hold|mind\s+if\s+i\s+place\s+you\s+on\s+hold|would\s+you\s+mind\s+holding|""do\s+you\s+mind\s+holding|if\s+you\s+don't\s+mind\s+holding|can\s+you\s+hold|hold\s+for\s+just\s+a\s+moment|holding\s+for\s+just\s+a\s+moment|""hold\s+on\s+one\s+moment|hold\s+just\s+one\s+moment|could\s+you\s+hold\s+just\s+a\s+moment|""can\s+i\s+place\s+you\s+on\s+hold|can\s+you\s+hold\s+just\s+one\s+moment|do\s+you\s+mind\s+holding\s+for\s+me|""please\s+hold\s+while\s+you\s+are\s+being\s+transferred|thank\s+you\s+for\s+holding\s+_pau\s+i\s+appreciate\s+your))(?=.*(?:Hold)).*$",IGNORECASE
